t,o,h,l,c,v,g1.ADX
1669647600000,16209.5,16228.8,16101.6,16136.7,30282.145,47.56121340105835
1669651200000,16136.7,16390.4,15984.1,16303.8,83650.283,47.23542619861972
1669654800000,16303.8,16383.0,16186.5,16202.2,40047.805,46.79762772107068
1669658400000,16202.2,16226.0,16136.3,16154.0,18066.897,45.06442102841153
1669662000000,16154.0,16250.0,16143.0,16215.1,12462.512,44.070130664631904
1669665600000,16215.2,16266.9,16204.8,16251.4,7532.255,43.445037329916616
1669669200000,16251.3,16255.8,16181.1,16192.4,8839.379,42.27491089443966
1669672800000,16192.3,16226.8,16188.6,16211.2,3711.035,40.81849677830888
1669676400000,16211.4,16238.1,16188.9,16204.5,5244.386,39.65410618559989
1669680000000,16204.6,16215.2,16088.0,16169.3,21868.946,37.213340110712004
1669683600000,16169.3,16299.9,16161.7,16242.9,14171.913,35.74625180442532
1669687200000,16242.9,16299.2,16241.2,16255.9,9992.114,34.77864236000137
1669690800000,16256.0,16297.1,16251.6,16279.1,6834.293,34.06482769390703
1669694400000,16279.1,16479.4,16272.1,16422.9,42011.429,34.06569471425701
1669698000000,16422.8,16535.0,16422.8,16476.9,28637.909,35.26411970212667
1669701600000,16476.9,16509.9,16444.4,16455.5,12106.091,35.34454700142373
1669705200000,16455.6,16499.5,16450.8,16455.9,11628.479,35.41922949362813
1669708800000,16456.0,16543.0,16422.4,16489.1,26333.359,36.75345314806456
1669712400000,16489.0,16519.2,16471.1,16507.5,9914.218,37.84073023991676
1669716000000,16507.4,16525.0,16476.6,16495.6,11006.72,38.77536102596448
1669719600000,16495.6,16536.5,16480.0,16488.0,10960.902,40.24009800791017
1669723200000,16488.0,16502.8,16461.0,16480.7,10987.206,41.18014097680827
1669726800000,16480.7,16480.7,16375.7,16407.0,24170.769,40.40121871830754
1669730400000,16407.0,16453.0,16312.6,16355.7,36029.817,40.31653782946483
1669734000000,16355.7,16449.8,16337.5,16384.8,23891.962,39.448922314352565
1669737600000,16384.9,16417.8,16335.1,16403.9,19899.81,38.59638075248732
1669741200000,16404.0,16419.2,16351.8,16372.2,9910.91,37.820160992113735
1669744800000,16372.2,16429.8,16350.0,16413.3,11114.496,36.11038519259085
1669748400000,16413.2,16471.5,16411.5,16418.2,12189.642,34.920449382768815
1669752000000,16418.1,16504.7,16415.8,16486.6,13904.381,32.92331942123243
1669755600000,16486.6,16489.7,16444.4,16455.9,7132.548,31.068841599805783
1669759200000,16456.0,16495.1,16442.9,16489.4,6169.702,30.38865079732454
1669762800000,16489.4,16521.9,16418.3,16433.2,10543.238,28.997168835455312
1669766400000,16433.3,16899.5,16421.5,16839.4,80155.175,30.491049948978432
1669770000000,16839.4,16944.3,16821.0,16874.9,39053.889,32.04572008728573
1669773600000,16874.9,17082.2,16873.9,16952.1,50464.877,34.304697543968764
1669777200000,16952.1,16969.7,16833.9,16836.7,21505.261,37.07704733354514
1669780800000,16836.8,16883.0,16811.9,16871.8,17163.095,40.334652315040664
1669784400000,16871.8,16905.0,16855.1,16858.0,11958.109,43.39510480703241
1669788000000,16858.0,16863.6,16820.0,16854.1,10934.682,45.70112581173631
1669791600000,16854.0,16916.3,16852.4,16874.1,11913.728,47.94729997752211
1669795200000,16874.1,16926.2,16865.0,16883.7,11360.114,50.03168744568893
1669798800000,16883.7,16898.0,16830.0,16870.8,11606.671,51.360654554608345
1669802400000,16870.7,16891.7,16858.4,16858.4,6739.155,52.50278420067953
1669806000000,16858.4,16891.9,16858.0,16871.4,7309.81,53.55742722643562
1669809600000,16871.3,16879.5,16750.8,16771.2,18226.893,53.11758278192535
1669813200000,16771.2,16888.5,16761.3,16802.9,37337.3,52.634315102720166
1669816800000,16802.9,16878.0,16798.6,16838.5,15293.015,49.38136568508403
1669820400000,16838.5,16860.9,16789.0,16856.8,12557.733,46.11856549768968
1669824000000,16856.8,16899.1,16820.2,16853.4,17208.495,45.026653867602064
1669827600000,16853.3,16869.7,16710.3,16782.1,26428.364,44.77847190778446
1669831200000,16782.0,16977.6,16700.0,16913.4,62864.217,42.344983153921135
1669834800000,16913.4,17138.7,16911.0,17051.5,63307.753,40.182556208438164
1669838400000,17051.5,17092.6,17022.5,17090.9,15535.805,38.612999973457406
1669842000000,17090.9,17100.0,17018.0,17095.8,17828.65,36.71120792891751
1669845600000,17095.7,17248.3,17060.0,17139.2,23008.297,36.130629238782646
1669849200000,17139.2,17215.5,17100.8,17153.3,30563.862,36.05140280940297
1669852800000,17153.4,17222.1,17112.5,17153.7,24927.003,36.02124915877987
1669856400000,17153.6,17159.8,17100.1,17107.9,12582.351,35.831245934108246
1669860000000,17107.9,17134.3,17080.0,17118.3,10752.449,36.97074966567555
1669863600000,17118.2,17162.6,17116.2,17143.8,9199.066,38.13115142305627
1669867200000,17143.8,17161.1,17124.0,17133.0,8770.106,39.20866734062407
1669870800000,17133.1,17145.0,17054.0,17105.3,13818.767,39.278467040375475
1669874400000,17105.3,17123.3,17081.1,17114.0,8194.125,39.10041327218536
1669878000000,17113.9,17116.5,17056.3,17062.6,7978.811,40.35177849022621
1669881600000,17062.5,17132.9,17053.0,17106.6,12307.328,40.941450463226694
1669885200000,17106.5,17110.3,17080.9,17106.1,8291.277,39.71997982311375
1669888800000,17106.2,17106.7,17081.1,17087.9,6508.085,38.58575708586602
1669892400000,17087.9,17099.8,17030.0,17096.9,15858.582,36.230236266051726
1669896000000,17096.9,17150.0,17095.0,17130.0,17709.793,35.60479781076973
1669899600000,17130.1,17348.5,16960.0,17082.0,82856.125,34.87717369576257
1669903200000,17082.1,17138.7,17020.0,17099.7,33612.311,34.12699950729585
1669906800000,17099.7,17137.9,16887.1,16970.5,52292.263,31.75568407735305
1669910400000,16970.5,16991.7,16910.0,16974.4,17344.506,29.66967488612855
1669914000000,16974.5,16983.5,16922.0,16960.4,11277.668,27.730329921118486
1669917600000,16960.5,16969.9,16900.4,16925.9,11143.568,26.195468032727312
1669921200000,16925.9,16954.5,16893.1,16945.4,9317.849,24.713611951517066
1669924800000,16945.5,16959.1,16903.3,16910.6,6344.995,23.398829770059812
1669928400000,16910.6,16932.0,16851.2,16917.5,14136.181,21.7902703271077
1669932000000,16917.5,16982.4,16915.4,16955.2,9496.659,20.719893435572363
1669935600000,16955.1,16971.1,16930.9,16970.5,6331.441,19.72597203628955
1669939200000,16970.5,17035.3,16946.9,17028.3,12953.235,19.478294937473724
1669942800000,17028.4,17038.0,16861.2,16917.0,17883.464,18.81786028035614
1669946400000,16916.9,16934.6,16852.4,16913.1,13999.901,17.579826383268607
1669950000000,16913.1,16923.0,16884.0,16893.9,5524.476,19.48462162557021
1669953600000,16893.9,16927.1,16874.0,16921.0,6652.214,21.34436463560064
1669957200000,16921.1,16937.2,16918.5,16927.1,4451.646,21.094953220804985
1669960800000,16927.0,16946.8,16897.9,16900.9,6138.88,21.22374457648723
1669964400000,16901.0,16967.2,16901.0,16947.1,9019.625,20.84002010842436
1669968000000,16947.0,16962.7,16925.3,16955.1,6279.718,20.095227700064118
1669971600000,16955.2,16979.8,16947.4,16953.8,7184.135,18.87580113677038
1669975200000,16953.9,16964.3,16937.1,16960.7,6024.784,18.044299102878256
1669978800000,16960.7,17042.2,16944.0,16987.1,22431.864,18.747050802872444
1669982400000,16987.0,17037.0,16975.8,17021.3,13050.363,18.601015249852793
1669986000000,17021.3,17096.3,16760.0,16881.5,88047.617,19.405060208170163
1669989600000,16881.5,16964.9,16847.1,16902.0,25536.944,21.400865865931078
1669993200000,16902.1,16973.6,16883.1,16928.9,15856.558,22.218635248930337
1669996800000,16928.9,16938.8,16894.0,16926.0,9965.85,22.870014023405556
1670000400000,16926.0,16965.2,16920.9,16926.4,9574.761,22.881369873604566
1670004000000,16926.4,16959.9,16925.2,16945.3,5355.371,22.756929841771353
1670007600000,16945.3,16989.2,16922.3,16979.3,9418.685,22.251850193887357
1670011200000,16979.2,17055.6,16971.8,17020.5,13685.59,20.96641586846261
1670014800000,17020.6,17042.7,16986.7,17003.0,9286.614,19.473556618477215
1670018400000,17002.9,17075.2,17001.6,17035.4,8386.901,18.557402491723792
1670022000000,17035.3,17088.4,17035.3,17083.0,8330.019,17.652566473101267
1670025600000,17083.0,17160.0,17030.4,17041.2,20680.794,17.8444980615727
1670029200000,17041.2,17045.4,17006.7,17041.6,6390.081,16.695872540826283
1670032800000,17041.6,17048.8,17006.5,17021.3,4418.19,15.677881063150052
1670036400000,17021.3,17022.0,17002.5,17012.3,3852.056,20.283574781725633
1670040000000,17012.3,17024.7,17000.6,17007.1,4733.161,24.57386522642013
1670043600000,17007.1,17017.8,17001.1,17004.5,3098.049,28.513004533087617
1670047200000,17004.6,17006.2,16933.1,16970.0,14612.787,29.612351973489183
1670050800000,16969.9,16974.0,16915.7,16954.7,10812.135,29.7763617512493
1670054400000,16954.7,16958.0,16910.6,16939.6,7584.234,29.786194706503874
1670058000000,16939.6,16978.0,16921.4,16970.1,7781.68,29.6533828894887
1670061600000,16970.1,16975.0,16942.0,16955.3,5346.192,28.223357506163413
1670065200000,16955.3,16955.3,16881.4,16938.5,14700.407,26.992186585598173
1670068800000,16938.6,16962.2,16925.0,16957.8,6782.895,26.53320321663362
1670072400000,16957.8,16959.3,16936.0,16945.4,4639.981,26.508122615868963
1670076000000,16945.3,16947.3,16912.0,16938.9,7819.713,29.758269437381774
1670079600000,16938.9,16972.8,16932.8,16953.8,5892.882,31.258219888824183
1670083200000,16953.9,16958.4,16938.1,16946.9,3929.303,32.80736131313704
1670086800000,16947.0,16975.0,16931.9,16963.9,5948.966,33.456569239716565
1670090400000,16963.9,16973.5,16941.9,16961.8,4116.21,34.171513773158686
1670094000000,16961.9,16962.6,16930.1,16945.3,4127.664,35.021597406678694
1670097600000,16945.4,16949.0,16906.1,16927.6,4754.126,35.0111219497667
1670101200000,16927.5,16942.4,16865.0,16941.5,11999.525,35.469337954082455
1670104800000,16941.4,16941.5,16850.1,16894.7,12749.971,36.06190532690474
1670108400000,16894.7,16909.0,16863.6,16879.5,8486.24,37.52332202715691
1670112000000,16879.5,16959.0,16874.1,16940.4,10769.604,36.85055439403135
1670115600000,16940.5,17046.0,16929.9,16959.4,18365.684,35.87983174986799
1670119200000,16959.5,16978.6,16938.1,16965.4,5698.988,34.85019400752518
1670122800000,16965.3,16971.9,16943.1,16951.8,3470.717,33.894101818206856
1670126400000,16951.9,17015.0,16951.8,16999.3,7437.096,34.43942757550496
1670130000000,16999.3,17075.9,16995.1,17010.1,17442.101,35.36895247637953
1670133600000,17010.0,17038.1,16988.4,16993.7,7296.465,36.033917378526034
1670137200000,16993.7,17005.9,16984.7,16987.9,4949.549,36.34884402598061
1670140800000,16987.9,17044.9,16969.1,17006.0,10589.446,37.07536563270673
1670144400000,17006.0,17025.5,16992.1,16992.1,4944.187,38.08340415662792
1670148000000,16992.2,16999.8,16985.4,16994.7,5239.531,39.548539487027135
1670151600000,16994.6,16999.5,16892.0,16938.4,20603.972,39.44758489050157
1670155200000,16938.4,16953.6,16917.1,16950.9,8166.181,39.73032096152035
1670158800000,16950.9,16951.5,16908.0,16939.6,5619.634,39.75959375999332
1670162400000,16939.6,17007.0,16922.2,16998.8,13813.062,39.84482643055569
1670166000000,16998.9,17061.6,16998.8,17022.2,24915.918,39.55731698008471
1670169600000,17022.2,17096.7,16995.4,17006.0,18378.717,39.68492262282314
1670173200000,17005.9,17050.0,16965.1,17044.3,11683.54,39.10515208754769
1670176800000,17044.3,17150.0,17025.5,17055.5,43209.088,39.128665755176016
1670180400000,17055.4,17093.9,17039.4,17077.6,11566.609,38.543587628950725
1670184000000,17077.6,17117.0,17061.6,17080.6,6898.086,38.39234516393686
1670187600000,17080.7,17113.9,17066.2,17101.8,4900.494,38.332602898422245
1670191200000,17101.9,17127.2,17067.9,17094.7,5718.978,38.00491366944276
1670194800000,17094.6,17206.2,17072.7,17099.5,20413.221,38.448216819371574
1670198400000,17099.5,17259.8,17068.0,17205.8,34217.987,39.376504283435715
1670202000000,17205.8,17282.7,17187.7,17256.9,16254.137,42.52552177840538
1670205600000,17256.9,17340.0,17227.2,17235.0,20046.562,45.57640713871781
1670209200000,17235.0,17268.0,17180.0,17190.1,15769.773,47.52790374868541
1670212800000,17190.1,17430.0,17185.2,17346.0,37051.899,49.64391938388705
1670216400000,17346.0,17400.0,17294.0,17329.7,52619.274,51.46594602799581
1670220000000,17329.7,17336.5,17275.5,17298.9,10515.837,52.674053214590046
1670223600000,17299.0,17355.9,17286.0,17303.7,13257.666,54.480485986701375
1670227200000,17303.7,17378.3,17291.3,17349.1,20731.572,55.922411118032144
1670230800000,17349.2,17353.3,17270.1,17294.2,16771.765,56.771442716128895
1670234400000,17294.3,17318.4,17272.2,17289.0,8360.463,57.45705173928019
1670238000000,17288.9,17306.5,17275.0,17302.2,8394.429,58.09368868934924
1670241600000,17302.2,17302.2,17218.5,17247.0,18092.908,57.42883337480385
1670245200000,17246.9,17276.1,17201.0,17223.5,14977.465,55.8586552063929
1670248800000,17223.4,17229.3,17161.2,17198.3,22344.03,53.09631470438301
1670252400000,17198.2,17198.2,17010.0,17073.8,62401.558,50.36174922852815
1670256000000,17073.8,17095.1,16967.2,17035.7,24910.25,49.04279626119625
1670259600000,17035.7,17078.0,16990.0,17047.3,16908.352,47.40157245528329
1670263200000,17047.3,17124.6,17025.0,17040.0,19592.413,48.261477178965386
1670266800000,17040.1,17052.1,16860.6,16919.5,46387.862,49.85337590215944
1670270400000,16919.5,16939.8,16892.2,16930.7,12477.346,51.26467407778731
1670274000000,16930.8,16967.9,16922.9,16964.8,9269.888,52.39666995985662
1670277600000,16964.8,16967.2,16922.6,16937.3,8560.919,53.91945733228266
1670281200000,16937.4,16981.1,16912.0,16958.3,10047.035,54.95515156693101
1670284800000,16958.2,17037.0,16957.8,17035.0,14214.701,54.82695886991824
1670288400000,17035.0,17094.6,17017.3,17022.4,19106.514,53.77381981887779
1670292000000,17022.4,17072.6,17004.3,17024.9,12056.698,52.50091110080126
1670295600000,17024.9,17050.4,16990.2,16995.4,8475.295,51.29414468622962
1670299200000,16995.4,17006.1,16957.6,16994.9,10900.288,50.1202046864823
1670302800000,16995.0,17000.6,16955.1,16967.6,7283.394,47.563626146683085
1670306400000,16967.6,17013.6,16949.1,16993.7,8549.089,44.356915940342866
1670310000000,16993.8,17010.3,16980.7,16993.6,6540.632,41.37925646302695
1670313600000,16993.7,17034.7,16960.7,17024.4,14663.052,39.00210205902872
1670317200000,17024.3,17027.0,16963.0,16964.3,11247.157,39.86317799988441
1670320800000,16964.4,16976.6,16930.3,16958.7,14901.684,39.43808215474949
1670324400000,16958.8,16983.2,16899.9,16974.6,16827.642,37.58526361437671
1670328000000,16974.6,17013.6,16967.5,16986.6,12179.456,36.458435669556586
1670331600000,16986.7,17023.3,16966.0,16976.3,12307.074,35.33793451733205
1670335200000,16976.2,17007.1,16950.3,16962.2,17559.369,32.96643254593576
1670338800000,16962.2,17014.8,16920.0,16974.9,26978.523,33.30461340909927
1670342400000,16974.9,17010.0,16961.0,16977.1,13004.128,33.37330726531348
1670346000000,16977.1,16994.9,16936.2,16952.4,11764.696,33.640904993247474
1670349600000,16952.4,16989.6,16901.6,16965.3,21173.216,33.92553710281287
1670353200000,16965.3,16977.9,16917.8,16964.1,10471.913,34.14456087537618
1670356800000,16964.1,16990.0,16946.3,16984.5,10165.056,34.38387081576363
1670360400000,16984.6,17004.8,16970.3,16986.9,7772.288,34.04682689089783
1670364000000,16986.9,16989.5,16950.5,16967.2,5921.642,35.00867712164997
1670367600000,16967.3,17100.0,16966.0,17078.6,27267.106,32.71894540035432
1670371200000,17078.7,17130.0,17041.1,17056.5,18610.374,31.402848088541596
1670374800000,17056.5,17064.0,17011.0,17035.1,11800.702,30.18750841171786
1670378400000,17035.1,17055.8,17026.4,17046.7,5825.227,28.499712340707227
1670382000000,17046.7,17046.8,17011.3,17017.4,6111.389,26.52745427830967
1670385600000,17017.4,17035.0,17005.2,17030.7,6913.565,24.77627675281533
1670389200000,17030.7,17036.6,16970.3,16997.4,11317.612,23.049468523218557
1670392800000,16997.3,16999.4,16926.0,16945.7,15304.999,22.204305326623224
1670396400000,16945.7,16949.1,16719.1,16755.4,63794.933,23.484623186493543
1670400000000,16755.4,16803.8,16655.0,16785.8,31707.518,24.887787826512902
1670403600000,16785.8,16826.0,16782.1,16826.0,13904.841,25.81920639125151
1670407200000,16825.9,16826.0,16777.0,16817.7,12185.694,26.918936864641505
1670410800000,16817.6,16823.5,16767.8,16787.1,10562.88,28.254196298977458
1670414400000,16787.2,16801.6,16754.6,16785.7,11479.373,29.45074764617258
1670418000000,16785.6,16863.8,16784.1,16846.3,24944.816,31.48246116016774
1670421600000,16846.3,16886.5,16810.3,16827.5,19500.962,33.5226259178134
1670425200000,16827.6,16848.9,16800.1,16829.1,14691.867,35.307042326351684
1670428800000,16829.1,16839.7,16768.5,16800.4,13216.763,37.13497773208165
1670432400000,16800.3,16818.9,16789.1,16798.7,7200.907,38.75317577468399
1670436000000,16798.7,16831.4,16775.2,16775.2,7200.817,40.29723663021232
1670439600000,16775.3,16825.2,16775.2,16807.5,7047.033,41.53561213311751
1670443200000,16807.4,16836.1,16795.2,16811.7,6160.928,42.14172394269302
1670446800000,16811.7,16824.9,16799.0,16821.1,4301.872,39.92046516233739
1670450400000,16821.2,16850.6,16783.8,16833.9,7732.638,38.9735554017965
1670454000000,16834.0,16856.8,16815.8,16828.0,6261.215,37.69687625994228
1670457600000,16828.0,16880.0,16800.4,16804.6,11259.927,37.27498459945359
1670461200000,16804.5,16836.7,16772.5,16818.9,11013.507,36.172552600697976
1670464800000,16818.9,16875.0,16799.5,16835.6,10221.338,36.35377580203062
1670468400000,16835.6,16855.5,16818.1,16825.6,5984.64,35.229062335775104
1670472000000,16825.6,16837.7,16801.3,16805.5,6983.761,32.84878839476967
1670475600000,16805.4,16816.9,16793.1,16810.2,5825.976,30.710353900576983
1670479200000,16810.2,16810.3,16776.9,16794.4,6777.24,29.329052212842235
1670482800000,16794.3,16835.9,16792.9,16816.7,9178.789,28.807628601450624
1670486400000,16816.8,16831.5,16811.0,16825.4,4883.836,28.9322811169967
1670490000000,16825.3,16837.1,16784.0,16792.2,8768.649,27.933957623810453
1670493600000,16792.3,16824.3,16791.2,16813.3,5703.543,26.699118583868408
1670497200000,16813.3,16855.1,16710.4,16842.0,24692.394,26.18971164403187
1670500800000,16842.0,16872.1,16815.9,16818.8,19477.581,25.975404743871085
1670504400000,16818.8,16863.4,16792.8,16848.9,15116.155,26.372567194519018
1670508000000,16848.9,16929.9,16821.1,16890.6,22526.04,25.570315808020116
1670511600000,16890.5,16948.7,16875.1,16907.7,31310.524,23.868437120917918
1670515200000,16907.7,16945.0,16901.0,16936.5,13446.55,23.21592970751895
1670518800000,16936.6,16966.9,16925.0,16956.9,14887.03,22.05247881929927
1670522400000,16956.9,17279.2,16949.2,17239.9,81856.312,24.026748750458147
1670526000000,17239.9,17294.9,17180.6,17241.9,33711.523,26.0905857879086
1670529600000,17241.9,17289.0,17144.6,17186.2,23676.484,27.671542527758284
1670533200000,17186.3,17193.4,17161.2,17174.6,8687.087,28.986648328928727
1670536800000,17174.6,17236.8,17169.9,17194.9,13026.032,30.460108758263974
1670540400000,17195.0,17255.3,17193.0,17216.0,13142.417,32.37132423140673
1670544000000,17216.0,17248.9,17179.1,17197.1,11873.335,33.912315456124176
1670547600000,17197.0,17288.7,17190.0,17226.8,16986.197,36.96935000715249
1670551200000,17226.7,17244.6,17196.1,17207.3,7223.754,39.76165711026506
1670554800000,17207.2,17223.5,17182.9,17194.0,6485.409,42.562014935722345
1670558400000,17194.0,17214.9,17180.5,17214.9,6461.589,44.918666789205986
1670562000000,17214.9,17214.9,17192.2,17210.1,4086.188,47.04350550557773
1670565600000,17210.1,17210.1,17184.2,17208.0,6588.952,48.826493135011724
1670569200000,17208.1,17227.1,17203.0,17203.7,6085.386,50.46328918476825
1670572800000,17203.7,17207.1,17190.5,17196.3,5313.106,48.427345142661984
1670576400000,17196.2,17250.0,17195.3,17231.8,8687.727,47.14918605619671
1670580000000,17231.8,17260.6,17195.0,17207.7,11719.007,47.709637020036546
1670583600000,17207.6,17249.0,17203.6,17231.9,8352.748,48.230055772173536
1670587200000,17231.8,17365.4,17164.5,17250.4,38874.966,49.508241877490605
1670590800000,17250.4,17267.0,17060.0,17143.3,54022.296,47.32480952032913
1670594400000,17143.3,17164.0,17070.0,17146.8,23932.123,45.61884659846366
1670598000000,17146.9,17180.0,17128.0,17170.4,13226.009,43.655845183081674
1670601600000,17170.3,17178.5,17140.1,17148.5,8739.342,41.833058154512685
1670605200000,17148.5,17162.7,17140.0,17156.5,4785.544,40.4750413752298
1670608800000,17156.4,17156.5,17112.0,17138.2,8354.499,38.58316442306658
1670612400000,17138.1,17154.4,17113.1,17134.9,6958.999,36.82642153891501
1670616000000,17135.0,17143.7,17090.4,17092.4,8855.997,34.872289498282385
1670619600000,17092.4,17118.0,17052.0,17105.2,11060.301,32.75121529850154
1670623200000,17105.2,17123.9,17098.8,17123.2,4838.269,30.447047520555845
1670626800000,17123.3,17149.0,17109.0,17122.0,6719.44,28.6549461620515
1670630400000,17122.0,17159.9,17112.3,17145.3,6935.235,26.984717088364476
1670634000000,17145.2,17158.0,17140.1,17143.9,3860.803,25.43379009136939
1670637600000,17143.9,17149.2,17106.5,17133.3,5007.376,27.85972754527167
1670641200000,17133.3,17150.9,17126.9,17140.0,3958.303,28.344684349681863
1670644800000,17140.0,17150.9,17129.5,17143.0,3415.995,28.795001382348467
1670648400000,17143.1,17146.1,17123.9,17125.3,3184.651,30.259810253708704
1670652000000,17125.2,17153.6,17122.0,17140.4,5053.382,31.174400010755516
1670655600000,17140.3,17170.2,17131.9,17144.6,6097.388,31.156111963339715
1670659200000,17144.5,17147.3,17132.2,17133.2,3415.107,30.31672981629807
1670662800000,17133.2,17137.1,17105.0,17137.0,6396.624,30.33948096525072
1670666400000,17137.0,17162.0,17133.8,17155.5,5932.48,28.61382835903376
1670670000000,17155.4,17165.0,17147.1,17159.9,5158.016,27.85746143039058
1670673600000,17159.9,17166.2,17134.6,17149.9,4401.039,26.325192324661376
1670677200000,17149.9,17185.7,17132.0,17149.7,7916.756,24.672691733548753
1670680800000,17149.7,17167.1,17136.8,17157.5,5473.241,23.17803764663534
1670684400000,17157.5,17228.6,17151.8,17200.3,18560.576,23.388434636562867
1670688000000,17200.3,17220.0,17166.0,17180.0,8396.137,25.26545121014184
1670691600000,17180.0,17191.8,17151.0,17158.6,5603.141,26.147199891347924
1670695200000,17158.7,17185.6,17158.6,17177.0,3448.165,26.96596652389643
1670698800000,17177.0,17181.2,17156.1,17166.3,3499.365,27.886453667938422
1670702400000,17166.3,17175.6,17159.1,17163.4,3065.048,28.56482762793052
1670706000000,17163.3,17167.4,17116.0,17116.1,7720.0,26.818118416047547
1670709600000,17116.0,17147.4,17105.4,17126.1,6985.214,24.967532679713344
1670713200000,17126.1,17137.6,17081.0,17120.0,8411.165,23.210470602196065
1670716800000,17120.1,17137.4,17114.0,17134.4,4407.964,22.448690501548338
1670720400000,17134.3,17159.2,17130.5,17156.6,4388.797,21.024715419662336
1670724000000,17156.6,17156.8,17136.3,17138.3,3636.213,19.782166622405377
1670727600000,17138.2,17163.4,17133.1,17147.7,4077.087,18.58863874082798
1670731200000,17147.6,17161.0,17144.7,17161.0,2704.623,17.48036285079183
1670734800000,17161.0,17180.1,17145.8,17164.4,6091.684,18.632683942960938
1670738400000,17164.4,17189.0,17156.0,17163.1,4839.828,19.143883210192914
1670742000000,17163.0,17184.5,17146.7,17173.4,5312.336,19.412045443543384
1670745600000,17173.4,17175.6,17147.9,17166.9,4498.322,19.661053231654535
1670749200000,17167.0,17167.0,17150.9,17158.7,2864.651,19.796529361839184
1670752800000,17158.7,17163.4,17140.8,17156.7,4282.419,20.290038194667904
1670756400000,17156.7,17160.9,17132.4,17160.8,5063.399,19.224258860532814
1670760000000,17160.8,17161.1,17137.2,17153.6,3798.883,18.139963059570245
1670763600000,17153.7,17156.6,17121.0,17147.5,7231.781,17.738883619217436
1670767200000,17147.4,17148.9,17122.8,17148.6,5822.129,17.366452710318402
1670770800000,17148.5,17148.9,17133.0,17145.5,3028.098,16.959929438406682
1670774400000,17145.5,17162.8,17138.0,17153.7,4755.673,16.110657240116826
1670778000000,17153.8,17168.0,17153.7,17167.9,3521.05,15.218071568059958
1670781600000,17167.9,17214.2,17160.9,17197.1,7342.8,16.702495027484126
1670785200000,17197.1,17265.0,17124.9,17169.5,30736.537,18.937355649465523
1670788800000,17169.6,17169.7,17081.1,17093.9,21799.535,18.582097621868193
1670792400000,17093.9,17137.2,17083.0,17105.2,8133.327,18.640841895577232
1670796000000,17105.1,17120.4,17081.1,17091.8,8028.538,18.613006322601343
1670799600000,17091.8,17121.5,17060.0,17077.3,14638.437,17.76887908363264
1670803200000,17077.3,17078.6,16920.0,16943.5,40680.459,18.864191286808943
1670806800000,16943.4,16968.9,16915.7,16946.1,12915.712,19.824249467802876
1670810400000,16946.1,16949.5,16865.0,16893.7,25037.141,21.34258478602148
1670814000000,16893.8,16910.0,16869.7,16909.0,14582.152,22.572055396039787
1670817600000,16909.0,16927.3,16896.1,16924.5,9310.696,23.280471335073468
1670821200000,16924.5,16939.0,16915.2,16938.1,5858.273,23.666170912673966
1670824800000,16938.1,16938.1,16917.5,16931.0,4844.553,24.34941243054369
1670828400000,16930.9,16935.3,16894.3,16916.2,7419.533,25.373463784566415
1670832000000,16916.2,16932.5,16895.5,16928.2,7670.43,27.578930657097438
1670835600000,16928.3,16963.5,16925.1,16953.2,11236.385,30.267392131901065
1670839200000,16953.2,16998.9,16951.5,16978.7,11939.35,31.199400409721694
1670842800000,16978.7,16983.9,16970.4,16977.8,5155.473,32.064836667697996
1670846400000,16977.8,16999.9,16912.8,16952.9,26823.532,33.443330636464964
1670850000000,16952.9,16993.6,16951.6,16961.1,10509.986,34.52588830036277
1670853600000,16961.2,17050.0,16960.2,17007.5,23259.58,32.45713073152104
1670857200000,17007.6,17032.9,16995.5,16999.9,11228.049,30.650589171276973
1670860800000,17000.0,17011.4,16980.0,16992.0,8231.429,30.059119379892753
1670864400000,16992.0,17003.3,16973.9,17000.0,5787.401,29.30014777531574
1670868000000,17000.0,17025.2,16996.2,17016.7,5035.5,28.697675307814226
1670871600000,17016.7,17038.4,16996.6,17035.7,6115.611,28.170809361207613
1670875200000,17035.6,17117.5,17035.6,17114.4,20034.517,28.991338720330045
1670878800000,17114.4,17216.7,17114.3,17167.5,36695.447,31.33967730888066
1670882400000,17167.5,17181.9,17132.5,17149.2,8776.159,33.52027742682052
1670886000000,17149.1,17237.9,17145.2,17200.0,16708.89,35.6997360068822
1670889600000,17200.0,17229.0,17138.0,17148.5,15238.997,37.29822647925398
1670893200000,17148.6,17158.4,17132.5,17135.6,6438.007,38.633862239645154
1670896800000,17135.6,17148.9,17114.6,17144.0,8623.112,41.044368678309944
1670900400000,17144.0,17159.3,17127.3,17143.2,6629.171,43.335520510983244
1670904000000,17143.1,17179.9,17129.0,17161.2,9494.647,45.26808178394071
1670907600000,17161.1,17187.4,17155.0,17179.2,5970.245,47.10665117926798
1670911200000,17179.3,17197.9,17131.4,17143.7,13733.134,48.54518051809658
1670914800000,17143.8,17171.3,17076.0,17157.0,26427.317,48.47031090880564
1670918400000,17156.9,17178.0,17146.7,17149.5,8998.046,48.25909573913609
1670922000000,17149.5,17512.9,17147.2,17430.6,41753.242,49.79228582248901
1670925600000,17430.7,17477.6,17358.0,17385.0,50223.619,50.9507107026561
1670929200000,17385.1,17474.7,17378.0,17436.8,21431.213,51.585046309551615
1670932800000,17436.9,17492.8,17396.8,17416.8,25261.579,52.266183350381006
